monument_id,monument_name,parkprop,parkname,Location,geometry
477,"gracie, archibald plaque",N,unknown,GRACIE SQUARE & E. END AVE.; 84th st across from carl schurz park,POINT (-73.9436973 40.7751302)
478,Croton Aqueduct Distributing Reservoir,O,Bryant Park,New York Public Library; 42nd St. and 5th Avenue,POINT (-73.9822534 40.75318230000001)
479,Raoul Wallenberg Monument,N,unknown,"Traffic island at 1st Avenue and East 47th Street, along Raoul Wallenberg Walk",POINT (-73.96807969999999 40.7515878)
480,Chelsea Park Memorial (Doughboy),Y,Chelsea Park,9th Avenue between 27th and 28th Streets,POINT EMPTY
481,Jerry McAuley Drinking Fountain,Y,Greeley Square,unknown,POINT (-73.9883382 40.7487058)
482,Lower East Side War Memorial,Y,unknown,"E. Broadway, Canal, Rutgers Street",POINT (-73.989846 40.712663)
483,American Redout Marker,Y,Fort Washington Park,"Promontory north of George Washington Bridge, southwest of railroad trestle near 180th Street (cross at 181st Street Pedestrian Bridge and proceed south on greenway)",POINT (-73.9527159 40.8516964)
484,Firemen's Memorial Tablet Horses,Y,Riverside Park,"Firemens Memorial Terrace, Riverside Drive at 100th Street",POINT EMPTY
485,George M. Cohan,Y,Father Duffy Square,unknown,POINT (-73.9850222 40.7590077)
486,Abingdon Square Doughboy,Y,unknown,"South end of park; West 12th Street, 8th Avenue, Hudson Street",POINT (-74.0055284 40.7368994)
487,Brigadier General Winfield Scott Hancock,Y,Hancock Park,Manhattan Avenue at 123rd Street,POINT (-73.95357589999999 40.8094893)
488,The Isaiah Wall,Y,Ralph J. Bunche Park,1st Avenue and 43rd Street; across from the United Nations,POINT (-73.96937419999999 40.74950130000001)
489,Cooperation Monument,N,unknown,DRY DOCK SAVINGS BANK; Grand Street and Pitt Street,POINT (-73.9843482 40.7152002)
490,Herman Melville,N,unknown,SEAMAN'S CHURCH INSTITUTE; exterior wall,POINT EMPTY
491,Mohandas Gandhi,Y,Union Square Park,"West side of park, near 14th Street",POINT (-73.9910835 40.7358633)
492,George Peirce Andrews,N,unknown,"Part XVIII (Room 317), New York County Court House, Center and Prince Streets",POINT (-74.0059728 40.7127753)
493,David Rockefeller Linden Terrace Plaque,Y,unknown,Base of Linden Terrace,POINT EMPTY
494,Peter the Fisherman Fountain,N,unknown,FORHAM UNIVERSITY; robert moses plaza,POINT (-73.8852771 40.8614567)
495,Clinton War Memorial (Doughboy),Y,De Witt Clinton Park,11th Avenue and 53rd Street,POINT (-73.9942296 40.7680424)
496,Holocaust Memorial,N,Hammarskjold Plaza,unknown,POINT (-73.9697395 40.7535884)
497,Union Square National Historic Landmark Plaque,Y,unknown,"South end, east of George Washington sculpture",POINT EMPTY
498,Hamilton Grange State Ed Standard,N,unknown,CONVENT AVENUE AND 141ST ST,POINT (-73.9480849 40.8221163)
499,Isidor and Ida Straus,Y,Straus Park,Broadway at 106th Street,POINT (-73.9677829 40.8013671)
500,Carl Schurz Memorial,Y,Morningside Park,Morningside Drive at 116th Street,POINT (-73.959364 40.80610799999999)
501,Governor Alfred E. Smith Memorial,Y,Alfred E. Smith Park,"Catherine Street, between Cherry and Monroe Streets, fronting the Governor A.E. Smith Houses",POINT EMPTY
502,Tulip Tree,Y,Inwood Hill Park,unknown,POINT (-73.924776 40.8721829)
503,The New York Times Capsule,Y,Theodore Roosevelt Park,entry plaza outside the Columbus Avenue pavilion of The American Museum of Natural History,POINT (-73.9739882 40.7813241)
504,The Family,Y,New Abingdon Playground,"Bleecker and West 11th Street, north-west corner, sitting area under Linden trees",POINT (-74.0051318 40.7359703)
505,Daniel & Flor Guggenheim Memorial Bandshell,Y,Damrosch Park,Amsterdam Avenue and West 62nd Street,POINT (-73.9862191 40.7722919)
506,Hooper Fountain,Y,unknown,"Maher Circle, 155th Street and Edgecombe Avenue",POINT (-73.93962499999999 40.83015899999999)
507,Highest Natural Point in Manhattan,Y,Bennett Park,"Fort Washington Avenue, W. 183rd Street",POINT (-73.93782350000001 40.85213290000001)
508,"Lincoln, Abraham",N,unknown,WASHINGTON IRVING HIGH SCHOOL; Irving Place at 16th St.,POINT (-73.987393 40.7354677)
509,Municipal Building,N,unknown,CHAMBERS AND CENTRE STS,POINT EMPTY
510,First Avenue Underpass,Y,Sitting Area on 1st Avenue between East 41st and 42nd Streets,NEAR UNITED NATIONS SITE; Between East 41st and 42nd Streets on First Avenue,POINT (-73.96792409999999 40.7493281)
511,East Side Post 868 American Legion Flagstaff,Y,Tompkins Square Park,Near Park Office,POINT (-73.9817841 40.72642949999999)
512,Emma Lazarus Memorial Plaque,Y,Battery Park,West of Castle Clinton,POINT (-74.0168023 40.7034401)
513,Murray Hill War Memorial,Y,St. Vartan's Park,35th-36th Streets and 1st and 2nd Avenues,POINT (-73.9736293 40.7451124)
514,"nicolai, sophie j.",N,unknown,N.Y. TRAINING SCHOOL; for teachers,POINT (-74.0059728 40.7127753)
515,Castle Clinton National Monument Plaques,N,Battery Park,unknown,POINT (-74.0158441 40.7115786)
516,Andrew Heiskell Plaza,Y,Bryant Park,Northwest corner (street level),POINT (-73.9829529 40.7535367)
517,Eleanor Roosevelt Memorial,Y,Riverside Park,72nd Street and Riverside Drive (Eleanor Roosevelt Memorial Plaza),POINT (-73.98579699999999 40.780642)
518,Gay Liberation,Y,Christopher Park,"Adjoining Sheridan Square, Christopher, Grove and West 4th Streets",POINT (-74.0021239 40.733637)
519,Horace Greeley,Y,Greeley Square,32nd Street between Broadway and Sixth Avenue,POINT (-73.9881864 40.74919269999999)
520,Father Duffy D.S.C. Post 54 Flagstaffs,Y,Father Duffy Square,45th Street and Broadway,POINT (-73.9855539 40.7579757)
521,Firemen's Memorial,Y,Riverside Park,Riverside Drive and West 100th Street,POINT (-73.9419258 40.8517629)
522,Winning of Harlem Heights Plaque,N,unknown,recessed in exterior wall of building on east side of Broadway between 118th and 119th Streets,POINT EMPTY
523,savannah s.s. memorial plaque,N,unknown,BERNARD BARUCH HOUSES; 100 columbia st.,POINT EMPTY
524,Abraham De Peyster,Y,Hanover Square Park,North west path of park; Worth Street and Lafayette Street,POINT (-74.0030377 40.7155837)
525,Colonel William Baxter,N,unknown,GEORGE WASHINGTON HIGH SCHOOL; audubon ave at 192nd st,POINT (-73.9262459 40.85575240000001)
526,Hamilton Grange,N,unknown,"HAMILTON GRANGE, INTERIOR; convent ave and 141st st",POINT (-73.9473024 40.8213605)
527,Thomas Jefferson,O,City Hall Park,City Hall; Aldermanic Chamber - Rotunda,POINT (-74.0065164 40.7124142)
528,Francis Makemie,Y,Bowling Green,Broadway,POINT (-86.4808043 36.9685219)
529,"Kennedy, Capt. Archibald Residence",N,unknown,NO. 1 BROADWAY; opposite bowling green,POINT (-86.4808043 36.9685219)
530,Anna Rosenberg Hoffman,O,unknown,"5TH AVE, EAST SIDE; Fifth Avenue between 79th and 80th Streets; east side of street",POINT (-73.9656176 40.7744147)
531,City Hall Plaque,Y,unknown,City Hall,POINT EMPTY
532,Frederick E. Samuel Memorial,Y,Fredrick Johnson Park,Tennis court #7; 7th Avenue between West 150-151 Streets,POINT (-73.979038 40.7669119)
533,Bowling Green Marker,Y,Bowling Green,South side of Bowling Green Fountain,POINT (-86.4808043 36.9685219)
534,Governor Alfred E.Smith Flagstaff,Y,Alfred E. Smith Park,unknown,POINT EMPTY
535,John Purroy Mitchel Memorial Flagstaffs,Y,unknown,"Fifth Avenue, 40th-42nd Streets; in front of the New York Public Library",POINT (-73.9822534 40.75318230000001)
536,Eternal Light Flagstaff,Y,Madison Square Park,South west side of park,POINT (-73.98799919999999 40.7421951)
537,Marquis de Lafayette,Y,Union Square Park,Park Avenue South at 16th Street,POINT (-73.9393927 40.804326)
538,manhattan bridge,N,unknown,"CANAL STS, E. BROADWAY",POINT EMPTY
539,"jasper, john",N,unknown,BOARD OF EDUCATION BLDG; 500 park avenue,POINT EMPTY
540,Joan of Arc Memorial,Y,Riverside Park,Riverside Drive at 93rd Street,POINT EMPTY
541,Gus Stanley Memorial,Y,Highbridge Park,180th Street and Amsterdam Avenue,POINT (-73.93140350000002 40.8474255)
542,Debs Myers,Y,City Hall Park,South end,POINT (-80.85877719999999 35.2125577)
543,Soldiers and Sailors Monument,Y,Riverside Park,Riverside Drive at West 89th Street,POINT (-73.97868319999999 40.7917557)
544,Fort James Plaque,N,unknown,U.S. CUSTOMS HOUSE.; Bowling Green,POINT (-74.01374720000001 40.7040667)
545,Evangeline Wilbour Blashfield Memorial Fountain,N,unknown,"Bridgemarket Plaza; Manhattan approach, southside of Queensborough Bridge, 59th Street east of 1st Avenue",POINT (-73.9743251 40.7646318)
546,Lead Vase,Y,Sutton Parks,East 54th St. & East River (southern end of Sutton Place),POINT (-73.9689455 40.758337)
547,Eleventh Milestone Marker,Y,Roger Morris Park,"Jumel Terrace, between W. 160 and 162nd Streets; At north east side of Morris-Jumel Mansion",POINT (-73.9383369 40.8346461)
548,"irving, washington",N,unknown,"WASHINGTON IRVING HS; irving pl, 16th and 17th sts",POINT (-73.987393 40.7354677)
549,Chinese Tablet,Y,Riverside Park,"Riverside Drive, north of Grant's Tomb",POINT (-73.9419258 40.8517629)
550,Brooklyn Bridge Award of Merit Tablet,O,unknown,"BROOKLYN BRIDGE; Manhattan pier, on walkway",POINT (-73.9968643 40.7060855)
551,"washington, george federal hall",N,unknown,FEDERAL HALL; wall and broad Streets,POINT EMPTY
552,Horace Greeley,Y,City Hall Park,Northeast corner of the park,POINT (-74.0065164 40.7124142)
553,Lions (2),N,Bryant Park,"NY PUBLIC LIBRARY; 5th ave, 40th to 42nd st",POINT (-73.9822534 40.75318230000001)
554,Chester Alan Arthur,Y,Madison Square Park,"Near northeast entrance, Madison Avenue and East 26th Street",POINT (-73.9866155 40.74279)
555,Susan E. Wagner,Y,Park Avenue Center Plots,75th Street and Park Avenue,POINT (-73.9623131 40.7730089)
556,Aspca Headquarters,N,unknown,ASPCA HEADQUARTERS; 441 E. 92nd St. and York Avenue,POINT (-73.9447753 40.780203)
557,George Washington Bicentennial Tree Marker,Y,Bennett Park,"Fort Washington Avenue, 183-184th Streets",POINT (-73.9397791 40.8472119)
558,General William Jenkins Worth Monument,Y,General Worth Square,Broadway and 24th Street,POINT (-112.0298157 33.4075948)
559,Consolidation of Greater New York,N,unknown,"Surrogate's Court/Hall of Records, 31 Chambers Street, Chambers Street vestibule",POINT (-74.00436549999999 40.7134361)
560,Henry Neufeld Playground Plaque,Y,Riverside Park,76th Street,POINT (-85.7229814 42.8269385)
561,Josephine Shaw Lowell,Y,Bryant Park,Sixth Avenue between 40th and 41st Streets,POINT (-73.9927978 40.742903)
562,Gertie A. Gorman Memorial,Y,Gorman Memorial Park,West 189th Street and Wadsworth Terrace,POINT (-73.9320864 40.8551601)
563,General Daniel Butterfield,Y,Sakura Park,Riverside Drive at 122 Street,POINT (-73.96301729999999 40.8126328)
564,Private Michael J. Lynch Flagstaff,Y,Abingdon Park,"West 12th Street, 8th Avenue, Hudson Street",POINT (-74.0055284 40.7368994)
565,Isham Park Memorial,Y,Isham Park,Broadway at 212th St.,POINT (-73.91850869999999 40.8685204)
566,Newton and Darwin,N,unknown,"West End Towers Park, West End Avenue between 63rd and 64th Streets",POINT EMPTY
567,James Gordon Bennett Memorial,Y,Herald Square,6th Avenue and 34th Street,POINT (-73.987743 40.7498081)
568,"hale, nathan tablet",N,unknown,"GRANITE WALL, CORNER OF BLDG; se corner, 1st ave at 46th st",POINT (-73.9594916 40.7630159)
569,rhinelander columns (5),N,unknown,REAR OF NEW POLICE BUILDING; near sugar house window,POINT (-111.853456 40.71268209999999)
570,Duane Park Plaques,Y,Hudson Triangle,Hudson Street entrance,POINT (-74.0051299 40.7408711)
571,"zenger, john peter",N,unknown,FEDERAL HALL N.M.; wall and broad and nassau Streets,POINT (-105.0323635 34.9727305)
572,Summer,N,unknown,"Surrogate's Court/Hall of Records, 31 Chambers Street, Chambers Street façade, beside center window in attic",POINT (-74.00436549999999 40.7134361)
573,"paine, thomas",N,unknown,WALL OF 59 GROVE ST.,POINT EMPTY
574,Louie Stern Memorial,Y,unknown,Playground at 177th Street and Cabrini Blvd.,POINT (-73.94141499999999 40.8482197)
575,William Earl Dodge,Y,Bryant Park,unknown,POINT (-73.9829529 40.7535367)
576,New York Korean War Veterans Memorial,Y,Battery Park,North of Castle Clinton,POINT (-74.0168023 40.7034401)
577,Kennedy House (Washington & Lee),N,unknown,NO. 1 BROADWAY; opposite bowling green,POINT (-86.4808043 36.9685219)
578,grants tomb bronze busts,O,unknown,GRANTS TOMB; riverside drive at 122nd st,POINT (-73.9630671 40.8134045)
579,Revson Fountain,Y,Lincoln Center Plaza,Center of Plaza at Broadway and West 64th Street,POINT (-73.9820814 40.77218000000001)
580,Metropolitan Life Insurance Company Memorial,Y,Madison Square Park,Madison Avenue between 24th and 25th Streets,POINT (-73.9870435 40.7421612)
581,Washington Heights-Inwood War Memorial,Y,Mitchel Square,"Broadway and St. Nicholas Avenue, between 167th and 168th Streets",POINT (-73.9392596 40.84175640000001)
582,Corporal John A. Seravalli Tablet,Y,Commander Eugene S. Sarsfield Playground,Horatio and Hudson Streets,POINT EMPTY
583,Armed Forces Plaque,Y,Riverside Park,121st Street and Riverside Drive; in grassy triangle south of Grant's Tomb,POINT EMPTY
584,"ingersoll, robert g.",N,unknown,WALL OF GRAMERCY PK HOTEL; 21st st. and lexington ave,POINT (-73.9856515 40.7385332)
585,American Memorial to Six Million Jews of Europe,Y,Riverside Park,83rd Street Esplanade,POINT EMPTY
586,William Henry Seward,Y,Madison Square Park,Fifth Avenue at 23rd St.,POINT (-73.9895799 40.7415688)
587,Fort Tryon Park Tablet,Y,Fort Tryon Park,In retaining wall at stairs leading up to Linden Terrace,POINT (-73.9312995 40.8625608)
588,Broadway Bridge,O,unknown,Broadway at 225th Street,POINT (-73.9103279 40.8742634)
589,Harlem Hybrid,Y,Roosevelt Square,West 125th Street and Morningside Avenue,POINT (-73.9539751 40.8113598)
590,Kimlau War Memorial,Y,Kimlau Square,"Chatham Square, E. Broadway and Worth Street",POINT (-73.99798179999999 40.7134431)
591,Clara Coffey Tablet,Y,Sutton Place Park,"Sutton Place South, between 53rd and 54th Sts.",POINT (-73.96103219999999 40.7558548)
592,Nathan Hale,Y,City Hall Park,In front of City Hall steps,POINT (-74.0065164 40.7124142)
593,Declaration of Independence Plaque,Y,City Hall Park,On right side of driveway at Broadway entrance to City Hall,POINT (-74.0065164 40.7124142)
594,Benjamin Franklin,Y,unknown,"Printing House Square, in front of Pace University, Nassau Street between Spruce and Frankfort Streets",POINT (-84.87328350000001 38.2009055)
595,George Washington Bus Terminal Bust,N,unknown,Broadway between 178th-179th Streets; G.W. Bridge Bus Terminal,POINT (-73.9388637 40.8489556)
596,Major General Frederick D. Grant,Y,Riverside Park,Grant's Tomb Terrace; Riverside Drive at 122nd Street,POINT (-73.9630671 40.8134045)
597,Johann Wolfgang von Goethe,Y,Bryant Park,Sixth Ave at 40th Street,POINT (-73.9850338 40.7535702)
598,Triumph of the Human Spirit,Y,Foley Square & T. Paine Park,"Centre, Lafayette and  Worth Streets",POINT (-74.0029927 40.7143512)
599,Confucius,N,unknown,Traffic island at the intersection of the Bowery and Division Street,POINT (-73.9941415 40.7142818)
600,Thomas Willet,N,unknown,CITY HALL; corridor to mayor's office,POINT EMPTY
601,Crime Victims Memorial,Y,City Hall Park,Behind City Hall,POINT (-74.0065164 40.7124142)
602,Freedom Tree Marker,Y,City Hall Park,"Broadway, south of driveway entrance",POINT (-74.0065164 40.7124142)
603,Freedom Tree Marker,Y,Madison Square Park,North of Madison Square Park Flagstaff,POINT (-111.651302 35.1982836)
604,Lieutenant Colonel Isaac Barre,Y,unknown,unknown,POINT EMPTY
605,Holocaust Memorial,N,unknown,"New York Appellate Court, 25th Street and Madison Avenue, on far bay of 1954 annex",POINT (-73.9870435 40.7421612)
606,Croton Aqueduct Descriptive Tablet,N,Bryant Park,"NEW YORK PUBLIC LIBRARY; 40th Street and 5th Ave, over rm 101.",POINT (-73.9822534 40.75318230000001)
607,Grand Street Boys War Tablet,Y,unknown,Broadway at 70th Street,POINT EMPTY
608,Nobel Monument,Y,unknown,Columbus Avenue between West 80-81st Streets,POINT EMPTY
609,Milan R. Stefanik,Y,Tompkins Square Park,"St. Marks Place, Avenue A",POINT (-73.98309499999999 40.7266662)
610,Bowling Green Fence Plaque,Y,Bowling Green,"IRON FENCE, BOWLING GREEN; Broadway and Beaver Streets",POINT (-74.0136875 40.7049375)
611,Frank L. Dowling,Y,Chelsea Park,9th Avenue at 27th Street,POINT (121.050777 14.5488687)
612,Appellate Court Building,N,unknown,APPELLATE COURT BUILDING; Madison Avenue at 25th St.,POINT (-90.13664159999999 38.7074271)
613,Harlem Heights First Line of Defense Marker,Y,Broadway Center Plots,Between 147th and 148th Streets,POINT EMPTY
614,"Ecker, Frederick H.",N,unknown,"north of 23rd St., e. side",POINT EMPTY
615,Frederick Johnson Memorial,Y,Frederick Johnson Park,150th St. and 7th Ave.,POINT (-73.979038 40.7669119)
616,Time Sculpture at Lincoln Center,Y,Dante Park,Northern point,POINT (-95.5873294 30.0470199)
617,Robert Ray Hamilton Fountain,Y,Riverside Park,Riverside Drive at West 76th Street,POINT (-73.9844723 40.7831908)
618,Battery Park Underpass Marker,N,Battery Park,"entrance to Brooklyn-Battery Tunnel, Whitehall and South Streets",POINT (-74.0124731 40.7015152)
619,Admiral David Glasgow Farragut,Y,Madison Square Park,25th Street between Fifth and Madison Avenues,POINT (-73.98799919999999 40.7421951)
620,Emilio Barbosa Memorial,Y,Bennett Park,Middle of park,POINT EMPTY
621,U.S.Customs House Landmark Plaque,N,unknown,Customs House; Bowling Green,POINT (-86.4808043 36.9685219)
622,Louis Kossuth,Y,Riverside Park,Riverside Drive at 113th Street,POINT (-73.9673988 40.8069466)
623,hillman cooperative houses,N,unknown,HILLMAN COOPS ENTRANCE; grand and jackson sts,POINT EMPTY
624,Subway Tablet (Underground Railway),Y,City Hall Park,In pavement in front of City Hall,POINT (-74.0065164 40.7124142)
625,Jacob H. Schiff Fountain,Y,Seward Park,Canal and Essex Streets,POINT (-73.9902307 40.7144072)
626,Civil Engineers Plaque,Y,City Hall Park,South of Chambers Street,POINT (-74.0065164 40.7124142)
627,Harlem Heights Third Line of Defense Plaque,N,unknown,"exterior wall of building, 159th Street and Broadway",POINT (-73.9438845 40.8352767)
628,Grant's Tomb,O,unknown,Riverside Drive at 122nd Street,POINT (-73.96301729999999 40.8126328)
629,Bowling Green Fountain,Y,Bowling Green,unknown,POINT (-86.4808043 36.9685219)
630,Alexander Hamilton,N,unknown,"HAMILTON GRANGE; convent avenue, 141st st",POINT (-73.9473024 40.8213605)
631,"Woodhull, General Nathan",N,unknown,Custom House; n. side (center entrance),POINT EMPTY
632,Andrew Jackson,N,unknown,"MARINE MUSEUM, MUS. CITY OF NY; 5th ave at 103rd st",POINT (41.491038 38.734561)
633,Discus Thrower,Y,Randalls Island Park,Icahn Stadium entrance plaza,POINT (-73.92441219999999 40.7929771)
634,Provost Prison,Y,City Hall Park,"Park Row, east of City Hall",POINT (-74.0065164 40.7124142)
635,Edwin Booth,N,unknown,"GRAMERCY PARK; 20th and 21st Sts., facing Irving Pl.",POINT EMPTY
636,Henry Rutgers Beekman,N,unknown,"COUNTY COURT HOUSE, RM 317; Foley Square, Centre Street between Pearl and Worth",POINT EMPTY
637,Harlem Heights Second Line of Defense Plaque,N,unknown,"exterior wall of Trinity Chapel, Broadway and 155th  Street",POINT (-73.9459243 40.8328077)
638,Brooklyn Bridge National Landmarks Tablet,O,unknown,"BROOKLYN BRIDGE; Manhattan pier, on walkway",POINT (-73.9968643 40.7060855)
639,Antonin Dvorak,Y,Stuyvesant Park,Northeast corner,POINT (-73.9841048 40.73394649999999)
640,Fiorello H. La Guardia,Y,La Guardia Houses Playground,Cherry and Jefferson Streets,POINT EMPTY
641,Father Francis P. Duffy,Y,Father Duffy Square,Broadway & 46th Street,POINT (-73.9853435 40.75870560000001)
642,Spanish Cemetery,N,unknown,WITHIN CEMETERY; st. james and oliver st.,POINT EMPTY
643,Harlem Heights Main Line of Defense Plaque,N,unknown,"recessed in perimeter wall of Trinity Cemetery, Broadway and 153rd Street",POINT (-73.946876 40.8315245)
644,Chaplains Memorial,Y,Riverside Park,121st Street and Riverside Drive; in grassy triangle south of Grant's Tomb,POINT EMPTY
645,General Philip Henry Sheridan,Y,Christopher Park,"Adjoining Sheridan Square, Christopher, Grove and West 4th Streets",POINT (-74.0021239 40.733637)
646,Fort Tryon Memorial,Y,Fort Tryon Park,In retaining wall north of Linden Terrace,POINT (-73.9312995 40.8625608)
647,William Tecumseh Sherman,Y,Grand Army Plaza,unknown,POINT (-73.9730264 40.7642691)
648,Amiable Child Memorial,Y,Riverside Park,Riverside Drive at West 124th Street,POINT (-73.9487527 40.8082662)
649,Richard Tucker,Y,Richard Tucker Park,"West 66th Street,  Broadway, and Columbus Avenue",POINT (-73.9826844 40.7741324)
650,"merchant marine, american memorial",N,unknown,U.S. CUSTOMS HOUSE; lower broadway,POINT (-95.712891 37.09024)
651,Cyrus Clark,Y,Riverside Park,Riverside Park at 83rd Street,POINT EMPTY
652,"Bischoff, Henry",N,unknown,"COUNTY COURT HOUSE, RM 216; Foley Square, Centre Street between Pearl and Worth",POINT EMPTY
653,Gertrude Stein,Y,Bryant Park,unknown,POINT (-73.9829529 40.7535367)
654,Lafayette and Washington,Y,Lafayette Square,Manhattan Avenue at 114th Street,POINT (-73.9577829 40.803736)
655,Juan Pablo Duarte,Y,Juan Pablo Duarte Square,Avenue of the Americas and Canal Street,POINT (-74.0053851 40.7219595)
656,Alamo,N,unknown,"Astor Place, Lafayette and 8th Streets",POINT (-86.8278587 40.4095872)
657,Magaw Robert,N,unknown,FORT WASHINGTON COLLEG. CHURCH; magaw pl and 181st st.,POINT (-73.9386845 40.8509179)
658,Battle of Harlem Heights Marker,Y,Riverside Park,121st Street and Riverside Drive; in grassy triangle south of Grant's Tomb,POINT EMPTY
659,"Berkson, Seymour",N,unknown,"42nd st, 155' west of 5th Avenue",POINT EMPTY
660,"King, Martin Luther, Jr.",N,unknown,"ESPLANADE GARDEN HOUSES; 147th st., lenox and 7th ave",POINT (-73.979038 40.7669119)
661,Washington Heights Memorial Honor Grove,Y,Highbridge Park,Playground at 180th and Amsterdam Avenue,POINT (-73.9562143 40.8134472)
662,Washington Square Memorial Flagstaff,Y,Washington Square Park,Foot of Fifth avenue,POINT (-73.997332 40.7308838)
663,Australian Tree Marker,Y,Madison Square Park,"5th Avenue and East 24th Street; north of Eternal Light Flagstaff, near dog run",POINT (-73.98871059999999 40.742099)
664,Fort Amsterdam-Fort George Plaque,N,unknown,U.S. CUSTOMS HOUSE; Bowling Green,POINT (-74.01374720000001 40.7040667)
665,First Presidential Mansion Plaque,N,unknown,"BROOKLYN BRIDGE; Manhattan pier of Brooklyn Bridge at Frankfort, Dover and Pearl Streets",POINT (-74.0062654 40.7070933)
666,Lin Ze Xu,N,unknown,"Lin Ze Xu Square, East Broadway at Chatham Square",POINT (-73.9981605 40.7134139)
667,Othmar Herman Ammann,N,unknown,"George Washington Bridge Bus Terminal, Broadway between 178th and 179th Streets",POINT EMPTY
668,William L. Kavanagh,Y,Chelsea Park,"Gate Post, 9th Avenue at 28th Street",POINT (121.050966 14.5494184)
669,Woman's Health Protective Association,Y,Riverside Park,Riverside Drive at 116th Street,POINT (-73.9658966 40.8088577)
670,Pulitzer Fountain,Y,Grand Army Plaza,Fifth  Avenue at 59th Street,POINT (-73.9730264 40.7642691)
671,New York Public Library,N,Bryant Park,FIFTH AVE. BETWEEN 40TH & 42ND,POINT (-73.9656176 40.7744147)
672,New York Life Insurance Company War Memorial,Y,Madison Square Park,Madison Avenue between 25th and 26th Streets,POINT (-73.9870435 40.7421612)
673,George T. Delacorte Memorial Plaque,Y,Bowling Green,North side of Bowling Green Fountain,POINT (-86.4808043 36.9685219)
674,James Amster Plaque,Y,Peter Detmold Park,"Near James Amster Pavillion, East 51st Street and Franklin D. Roosevelt Drive",POINT (-73.9668072 40.74971)
675,Bernard McCarthy WW II Memorial,Y,McCarthy Square,"Charles St., Waverly Pl., 7th Ave South",POINT (-74.0016979 40.7355599)
676,General Horace Porter Memorial,Y,Riverside Park,Riverside Drive at 122nd Street (Grant's Tomb Terrace),POINT (-73.9630671 40.8134045)
677,Slocum Disaster Memorial,Y,Tompkins Square Park,unknown,POINT (-73.9817841 40.72642949999999)
678,"irving, john treat",N,unknown,"COUNTY COURT HOUSE, RM 316; centre and prince sts",POINT EMPTY
679,Fiorello H. La Guardia,N,unknown,"La Guardia Gardens, La Guardia Place between West 3rd and Bleecker Streets",POINT (-73.99819269999999 40.72861530000001)
680,Samuel J. Tilden,Y,Riverside Park,Riverside Drive at 112th Street,POINT (-73.9673737 40.8061382)
681,Barrier Signs,unknown,unknown,"Hudson River, between 125th and 135th Sts., West Harlem Pier Park",POINT (-73.9530859 40.8109831)
682,Monsignor Joseph A. McCaffrey,Y,McCaffrey Playground,West 43rd Street between 8th and 9th Avenues,POINT (-73.991308 40.7589739)
683,Houston Street Overpass,N,unknown,OVERPASS; Houston St. at FDR Drive,POINT (-73.9750926 40.7189793)
684,Vietnam Memorial,Y,Vietnam Veterans Plaza,South of 55 Water Street,POINT (-74.0097895 40.7026773)
685,Firemen's Memorial,Y,James J. Walker Park,Leroy and Clarkson Streets/7th Avenue,POINT (-73.979038 40.7669119)
686,Claremont Inn Tablet,Y,Riverside Park,CLAREMONT PLAYGROUND; Riverside Drive at 123rd St.,POINT EMPTY
687,Jane Addams Memorial,Y,City Hall Park,unknown,POINT (-74.0065164 40.7124142)
688,Sheridan Square Viewing Garden Plaque,Y,Sheridan Square Viewing Garden,7th Avenue end,POINT (-74.0021359 40.73299189999999)
689,Margaret Corbin Plaque,Y,Fort Tryon Park,190 Street and Fort Washington Avenue,POINT (-73.93561199999999 40.85711730000001)
690,Peter Stuyvesant,Y,Stuyvesant Park,2nd Avenue at 16th St.,POINT (-73.9841048 40.73394649999999)
691,Alexander Lyman Holley,Y,Washington Square Park,5th Avenue at Washington Place,POINT (-73.997332 40.7308838)
692,East River Roundabout,Y,East River 60th Street Pavilion,East River Waterfront Pavilion,POINT (-73.90066613470297 40.75315501430819)
693,Lt. Joseph Petrosino Plaques,Y,unknown,South entrance piers; Kenmare and Lafayette Streets at Cleveland Place,POINT (-9.583520199999999 51.8801017)
694,"smyth, frederick",N,unknown,"COUNTY COURT HOUSE, ROOM 315; centre and prince Streets",POINT EMPTY
695,Japanese Tori,Y,unknown,"North end of park, in fenced grassy area",POINT EMPTY
696,"lindheimer, ida b.",N,unknown,P.S. 38; 6th Avenue and dominick st.,POINT (-74.00500439999999 40.7202154)
697,"nicolls, richard",N,unknown,"CUSTOMS HOUSE; n. side, center entrance",POINT EMPTY
698,Ephraim Elmer Ellsworth,Y,Christopher Park,"Adjoining Sheridan Square, Christopher, Grove and West 4th Streets",POINT (-74.0021239 40.733637)
699,Bayard Rustin Plaque,Y,unknown,First Avenue and E. 43rd Street,POINT (-73.96937419999999 40.74950130000001)
700,"wading place, the (foot stones)",N,unknown,ST. STEPHENS METH. EPISC CHRCH; 228th st and marble hill Avenue,POINT (-73.909048 40.8772388)
701,Chemical Bank Plaque,N,unknown,154 East 61st Street,POINT (-73.9667375 40.7630425)
702,Recording the Purchase of Manhattan Island,N,unknown,"Surrogate's Court/Hall of Records, 31 Chambers Street, Chambers Street vestibule",POINT (-74.00436549999999 40.7134361)
703,Liberty Flagstaff,Y,City Hall Park,"Near Broadway, under a tree, west side of City Hall Building",POINT (-74.0065164 40.7124142)
704,Pvt. Moses Miller,Y,Stuyvesant Park,"Near dog run, 15th St. and 17th St.",POINT (-73.9841048 40.73394649999999)
